WKT,CGI
"POLYGON ((116.1793103448276 40.12666121791872, 116.1850862068966 40.12332652239841, 116.1850862068966 40.11665713135776, 116.1793103448276 40.11332243583745, 116.1735344827586 40.11665713135776, 116.1735344827586 40.12332652239841, 116.1793103448276 40.12666121791872))",122
"POLYGON ((116.1908620689655 40.12666121791872, 116.1966379310345 40.12332652239841, 116.1966379310345 40.11665713135776, 116.1908620689655 40.11332243583745, 116.1850862068965 40.11665713135776, 116.1850862068965 40.12332652239841, 116.1908620689655 40.12666121791872))",123
"POLYGON ((116.2024137931034 40.12666121791872, 116.2081896551724 40.12332652239841, 116.2081896551724 40.11665713135776, 116.2024137931034 40.11332243583745, 116.1966379310345 40.11665713135776, 116.1966379310345 40.12332652239841, 116.2024137931034 40.12666121791872))",124
"POLYGON ((116.2139655172414 40.12666121791872, 116.2197413793103 40.12332652239841, 116.2197413793103 40.11665713135776, 116.2139655172414 40.11332243583745, 116.2081896551724 40.11665713135776, 116.2081896551724 40.12332652239841, 116.2139655172414 40.12666121791872))",125
"POLYGON ((116.2255172413793 40.12666121791872, 116.2312931034483 40.12332652239841, 116.2312931034483 40.11665713135776, 116.2255172413793 40.11332243583745, 116.2197413793103 40.11665713135776, 116.2197413793103 40.12332652239841, 116.2255172413793 40.12666121791872))",126
"POLYGON ((116.2370689655172 40.12666121791872, 116.2428448275862 40.12332652239841, 116.2428448275862 40.11665713135776, 116.2370689655172 40.11332243583745, 116.2312931034483 40.11665713135776, 116.2312931034483 40.12332652239841, 116.2370689655172 40.12666121791872))",127
"POLYGON ((116.2486206896552 40.12666121791872, 116.2543965517241 40.12332652239841, 116.2543965517241 40.11665713135776, 116.2486206896552 40.11332243583745, 116.2428448275862 40.11665713135776, 116.2428448275862 40.12332652239841, 116.2486206896552 40.12666121791872))",128
"POLYGON ((116.2601724137931 40.12666121791872, 116.2659482758621 40.12332652239841, 116.2659482758621 40.11665713135776, 116.2601724137931 40.11332243583745, 116.2543965517241 40.11665713135776, 116.2543965517241 40.12332652239841, 116.2601724137931 40.12666121791872))",129
"POLYGON ((116.271724137931 40.12666121791872, 116.2775 40.12332652239841, 116.2775 40.11665713135776, 116.271724137931 40.11332243583745, 116.2659482758621 40.11665713135776, 116.2659482758621 40.12332652239841, 116.271724137931 40.12666121791872))",130
"POLYGON ((116.283275862069 40.12666121791872, 116.2890517241379 40.12332652239841, 116.2890517241379 40.11665713135776, 116.283275862069 40.11332243583745, 116.2775 40.11665713135776, 116.2775 40.12332652239841, 116.283275862069 40.12666121791872))",131
"POLYGON ((116.2948275862069 40.12666121791872, 116.3006034482759 40.12332652239841, 116.3006034482759 40.11665713135776, 116.2948275862069 40.11332243583745, 116.2890517241379 40.11665713135776, 116.2890517241379 40.12332652239841, 116.2948275862069 40.12666121791872))",132
"POLYGON ((116.3063793103448 40.12666121791872, 116.3121551724138 40.12332652239841, 116.3121551724138 40.11665713135776, 116.3063793103448 40.11332243583745, 116.3006034482759 40.11665713135776, 116.3006034482759 40.12332652239841, 116.3063793103448 40.12666121791872))",133
"POLYGON ((116.3179310344828 40.12666121791872, 116.3237068965517 40.12332652239841, 116.3237068965517 40.11665713135776, 116.3179310344828 40.11332243583745, 116.3121551724138 40.11665713135776, 116.3121551724138 40.12332652239841, 116.3179310344828 40.12666121791872))",134
"POLYGON ((116.3294827586207 40.12666121791872, 116.3352586206897 40.12332652239841, 116.3352586206897 40.11665713135776, 116.3294827586207 40.11332243583745, 116.3237068965517 40.11665713135776, 116.3237068965517 40.12332652239841, 116.3294827586207 40.12666121791872))",135
"POLYGON ((116.3410344827586 40.12666121791872, 116.3468103448276 40.12332652239841, 116.3468103448276 40.11665713135776, 116.3410344827586 40.11332243583745, 116.3352586206896 40.11665713135776, 116.3352586206896 40.12332652239841, 116.3410344827586 40.12666121791872))",136
"POLYGON ((116.3525862068965 40.12666121791872, 116.3583620689655 40.12332652239841, 116.3583620689655 40.11665713135776, 116.3525862068965 40.11332243583745, 116.3468103448276 40.11665713135776, 116.3468103448276 40.12332652239841, 116.3525862068965 40.12666121791872))",137
"POLYGON ((116.3641379310345 40.12666121791872, 116.3699137931034 40.12332652239841, 116.3699137931034 40.11665713135776, 116.3641379310345 40.11332243583745, 116.3583620689655 40.11665713135776, 116.3583620689655 40.12332652239841, 116.3641379310345 40.12666121791872))",138
"POLYGON ((116.3756896551724 40.12666121791872, 116.3814655172414 40.12332652239841, 116.3814655172414 40.11665713135776, 116.3756896551724 40.11332243583745, 116.3699137931034 40.11665713135776, 116.3699137931034 40.12332652239841, 116.3756896551724 40.12666121791872))",139
"POLYGON ((116.3872413793103 40.12666121791872, 116.3930172413793 40.12332652239841, 116.3930172413793 40.11665713135776, 116.3872413793103 40.11332243583745, 116.3814655172414 40.11665713135776, 116.3814655172414 40.12332652239841, 116.3872413793103 40.12666121791872))",140
"POLYGON ((116.3987931034483 40.12666121791872, 116.4045689655172 40.12332652239841, 116.4045689655172 40.11665713135776, 116.3987931034483 40.11332243583745, 116.3930172413793 40.11665713135776, 116.3930172413793 40.12332652239841, 116.3987931034483 40.12666121791872))",141
"POLYGON ((116.4103448275862 40.12666121791872, 116.4161206896552 40.12332652239841, 116.4161206896552 40.11665713135776, 116.4103448275862 40.11332243583745, 116.4045689655172 40.11665713135776, 116.4045689655172 40.12332652239841, 116.4103448275862 40.12666121791872))",142
"POLYGON ((116.4218965517241 40.12666121791872, 116.4276724137931 40.12332652239841, 116.4276724137931 40.11665713135776, 116.4218965517241 40.11332243583745, 116.4161206896552 40.11665713135776, 116.4161206896552 40.12332652239841, 116.4218965517241 40.12666121791872))",143
"POLYGON ((116.4334482758621 40.12666121791872, 116.439224137931 40.12332652239841, 116.439224137931 40.11665713135776, 116.4334482758621 40.11332243583745, 116.4276724137931 40.11665713135776, 116.4276724137931 40.12332652239841, 116.4334482758621 40.12666121791872))",144
"POLYGON ((116.445 40.12666121791872, 116.450775862069 40.12332652239841, 116.450775862069 40.11665713135776, 116.445 40.11332243583745, 116.439224137931 40.11665713135776, 116.439224137931 40.12332652239841, 116.445 40.12666121791872))",145
"POLYGON ((116.4565517241379 40.12666121791872, 116.4623275862069 40.12332652239841, 116.4623275862069 40.11665713135776, 116.4565517241379 40.11332243583745, 116.450775862069 40.11665713135776, 116.450775862069 40.12332652239841, 116.4565517241379 40.12666121791872))",146
"POLYGON ((116.4681034482759 40.12666121791872, 116.4738793103448 40.12332652239841, 116.4738793103448 40.11665713135776, 116.4681034482759 40.11332243583745, 116.4623275862069 40.11665713135776, 116.4623275862069 40.12332652239841, 116.4681034482759 40.12666121791872))",147
"POLYGON ((116.4796551724138 40.12666121791872, 116.4854310344828 40.12332652239841, 116.4854310344828 40.11665713135776, 116.4796551724138 40.11332243583745, 116.4738793103448 40.11665713135776, 116.4738793103448 40.12332652239841, 116.4796551724138 40.12666121791872))",148
"POLYGON ((116.4912068965517 40.12666121791872, 116.4969827586207 40.12332652239841, 116.4969827586207 40.11665713135776, 116.4912068965517 40.11332243583745, 116.4854310344827 40.11665713135776, 116.4854310344827 40.12332652239841, 116.4912068965517 40.12666121791872))",149
"POLYGON ((116.5027586206896 40.12666121791872, 116.5085344827586 40.12332652239841, 116.5085344827586 40.11665713135776, 116.5027586206896 40.11332243583745, 116.4969827586207 40.11665713135776, 116.4969827586207 40.12332652239841, 116.5027586206896 40.12666121791872))",150
"POLYGON ((116.5143103448276 40.12666121791872, 116.5200862068966 40.12332652239841, 116.5200862068966 40.11665713135776, 116.5143103448276 40.11332243583745, 116.5085344827586 40.11665713135776, 116.5085344827586 40.12332652239841, 116.5143103448276 40.12666121791872))",151
"POLYGON ((116.5258620689655 40.12666121791872, 116.5316379310345 40.12332652239841, 116.5316379310345 40.11665713135776, 116.5258620689655 40.11332243583745, 116.5200862068965 40.11665713135776, 116.5200862068965 40.12332652239841, 116.5258620689655 40.12666121791872))",152
"POLYGON ((116.5374137931034 40.12666121791872, 116.5431896551724 40.12332652239841, 116.5431896551724 40.11665713135776, 116.5374137931034 40.11332243583745, 116.5316379310345 40.11665713135776, 116.5316379310345 40.12332652239841, 116.5374137931034 40.12666121791872))",153
"POLYGON ((116.5489655172414 40.12666121791872, 116.5547413793103 40.12332652239841, 116.5547413793103 40.11665713135776, 116.5489655172414 40.11332243583745, 116.5431896551724 40.11665713135776, 116.5431896551724 40.12332652239841, 116.5489655172414 40.12666121791872))",154
"POLYGON ((116.5605172413793 40.12666121791872, 116.5662931034483 40.12332652239841, 116.5662931034483 40.11665713135776, 116.5605172413793 40.11332243583745, 116.5547413793103 40.11665713135776, 116.5547413793103 40.12332652239841, 116.5605172413793 40.12666121791872))",155
"POLYGON ((116.5720689655172 40.12666121791872, 116.5778448275862 40.12332652239841, 116.5778448275862 40.11665713135776, 116.5720689655172 40.11332243583745, 116.5662931034483 40.11665713135776, 116.5662931034483 40.12332652239841, 116.5720689655172 40.12666121791872))",156
"POLYGON ((116.5836206896552 40.12666121791872, 116.5893965517241 40.12332652239841, 116.5893965517241 40.11665713135776, 116.5836206896552 40.11332243583745, 116.5778448275862 40.11665713135776, 116.5778448275862 40.12332652239841, 116.5836206896552 40.12666121791872))",157
"POLYGON ((116.5951724137931 40.12666121791872, 116.6009482758621 40.12332652239841, 116.6009482758621 40.11665713135776, 116.5951724137931 40.11332243583745, 116.5893965517241 40.11665713135776, 116.5893965517241 40.12332652239841, 116.5951724137931 40.12666121791872))",158
"POLYGON ((116.606724137931 40.12666121791872, 116.6125 40.12332652239841, 116.6125 40.11665713135776, 116.606724137931 40.11332243583745, 116.6009482758621 40.11665713135776, 116.6009482758621 40.12332652239841, 116.606724137931 40.12666121791872))",159
"POLYGON ((116.618275862069 40.12666121791872, 116.6240517241379 40.12332652239841, 116.6240517241379 40.11665713135776, 116.618275862069 40.11332243583745, 116.6125 40.11665713135776, 116.6125 40.12332652239841, 116.618275862069 40.12666121791872))",160
"POLYGON ((116.6298275862069 40.12666121791872, 116.6356034482759 40.12332652239841, 116.6356034482759 40.11665713135776, 116.6298275862069 40.11332243583745, 116.6240517241379 40.11665713135776, 116.6240517241379 40.12332652239841, 116.6298275862069 40.12666121791872))",161
"POLYGON ((116.6413793103448 40.12666121791872, 116.6471551724138 40.12332652239841, 116.6471551724138 40.11665713135776, 116.6413793103448 40.11332243583745, 116.6356034482758 40.11665713135776, 116.6356034482758 40.12332652239841, 116.6413793103448 40.12666121791872))",162
"POLYGON ((116.6529310344827 40.12666121791872, 116.6587068965517 40.12332652239841, 116.6587068965517 40.11665713135776, 116.6529310344827 40.11332243583745, 116.6471551724138 40.11665713135776, 116.6471551724138 40.12332652239841, 116.6529310344827 40.12666121791872))",163
"POLYGON ((116.6644827586207 40.12666121791872, 116.6702586206897 40.12332652239841, 116.6702586206897 40.11665713135776, 116.6644827586207 40.11332243583745, 116.6587068965517 40.11665713135776, 116.6587068965517 40.12332652239841, 116.6644827586207 40.12666121791872))",164
"POLYGON ((116.6760344827586 40.12666121791872, 116.6818103448276 40.12332652239841, 116.6818103448276 40.11665713135776, 116.6760344827586 40.11332243583745, 116.6702586206896 40.11665713135776, 116.6702586206896 40.12332652239841, 116.6760344827586 40.12666121791872))",165
"POLYGON ((116.6875862068965 40.12666121791872, 116.6933620689655 40.12332652239841, 116.6933620689655 40.11665713135776, 116.6875862068965 40.11332243583745, 116.6818103448276 40.11665713135776, 116.6818103448276 40.12332652239841, 116.6875862068965 40.12666121791872))",166
"POLYGON ((116.6991379310345 40.12666121791872, 116.7049137931034 40.12332652239841, 116.7049137931034 40.11665713135776, 116.6991379310345 40.11332243583745, 116.6933620689655 40.11665713135776, 116.6933620689655 40.12332652239841, 116.6991379310345 40.12666121791872))",167
"POLYGON ((116.7106896551724 40.12666121791872, 116.7164655172414 40.12332652239841, 116.7164655172414 40.11665713135776, 116.7106896551724 40.11332243583745, 116.7049137931034 40.11665713135776, 116.7049137931034 40.12332652239841, 116.7106896551724 40.12666121791872))",168
"POLYGON ((116.7222413793103 40.12666121791872, 116.7280172413793 40.12332652239841, 116.7280172413793 40.11665713135776, 116.7222413793103 40.11332243583745, 116.7164655172414 40.11665713135776, 116.7164655172414 40.12332652239841, 116.7222413793103 40.12666121791872))",169
"POLYGON ((116.7337931034483 40.12666121791872, 116.7395689655172 40.12332652239841, 116.7395689655172 40.11665713135776, 116.7337931034483 40.11332243583745, 116.7280172413793 40.11665713135776, 116.7280172413793 40.12332652239841, 116.7337931034483 40.12666121791872))",170
"POLYGON ((116.7453448275862 40.12666121791872, 116.7511206896552 40.12332652239841, 116.7511206896552 40.11665713135776, 116.7453448275862 40.11332243583745, 116.7395689655172 40.11665713135776, 116.7395689655172 40.12332652239841, 116.7453448275862 40.12666121791872))",171
"POLYGON ((116.7568965517241 40.12666121791872, 116.7626724137931 40.12332652239841, 116.7626724137931 40.11665713135776, 116.7568965517241 40.11332243583745, 116.7511206896552 40.11665713135776, 116.7511206896552 40.12332652239841, 116.7568965517241 40.12666121791872))",172
"POLYGON ((116.7684482758621 40.12666121791872, 116.774224137931 40.12332652239841, 116.774224137931 40.11665713135776, 116.7684482758621 40.11332243583745, 116.7626724137931 40.11665713135776, 116.7626724137931 40.12332652239841, 116.7684482758621 40.12666121791872))",173
"POLYGON ((116.115775862069 40.11665713135776, 116.1215517241379 40.11332243583745, 116.1215517241379 40.1066530447968, 116.115775862069 40.10331834927648, 116.11 40.1066530447968, 116.11 40.11332243583745, 116.115775862069 40.11665713135776))",174
"POLYGON ((116.1273275862069 40.11665713135776, 116.1331034482759 40.11332243583745, 116.1331034482759 40.1066530447968, 116.1273275862069 40.10331834927648, 116.1215517241379 40.1066530447968, 116.1215517241379 40.11332243583745, 116.1273275862069 40.11665713135776))",175
"POLYGON ((116.1388793103448 40.11665713135776, 116.1446551724138 40.11332243583745, 116.1446551724138 40.1066530447968, 116.1388793103448 40.10331834927648, 116.1331034482759 40.1066530447968, 116.1331034482759 40.11332243583745, 116.1388793103448 40.11665713135776))",176
"POLYGON ((116.1504310344828 40.11665713135776, 116.1562068965517 40.11332243583745, 116.1562068965517 40.1066530447968, 116.1504310344828 40.10331834927648, 116.1446551724138 40.1066530447968, 116.1446551724138 40.11332243583745, 116.1504310344828 40.11665713135776))",177
"POLYGON ((116.1619827586207 40.11665713135776, 116.1677586206897 40.11332243583745, 116.1677586206897 40.1066530447968, 116.1619827586207 40.10331834927648, 116.1562068965517 40.1066530447968, 116.1562068965517 40.11332243583745, 116.1619827586207 40.11665713135776))",178
"POLYGON ((116.1735344827586 40.11665713135776, 116.1793103448276 40.11332243583745, 116.1793103448276 40.1066530447968, 116.1735344827586 40.10331834927648, 116.1677586206897 40.1066530447968, 116.1677586206897 40.11332243583745, 116.1735344827586 40.11665713135776))",179
"POLYGON ((116.1850862068966 40.11665713135776, 116.1908620689655 40.11332243583745, 116.1908620689655 40.1066530447968, 116.1850862068966 40.10331834927648, 116.1793103448276 40.1066530447968, 116.1793103448276 40.11332243583745, 116.1850862068966 40.11665713135776))",180
"POLYGON ((116.1966379310345 40.11665713135776, 116.2024137931035 40.11332243583745, 116.2024137931035 40.1066530447968, 116.1966379310345 40.10331834927648, 116.1908620689655 40.1066530447968, 116.1908620689655 40.11332243583745, 116.1966379310345 40.11665713135776))",181
