WKT,CGI
"POLYGON ((116.4738793103448 39.99660809262627, 116.4796551724138 39.99327339710595, 116.4796551724138 39.98660400606531, 116.4738793103448 39.98326931054499, 116.4681034482759 39.98660400606531, 116.4681034482759 39.99327339710595, 116.4738793103448 39.99660809262627))",901
"POLYGON ((116.4854310344828 39.99660809262627, 116.4912068965517 39.99327339710595, 116.4912068965517 39.98660400606531, 116.4854310344828 39.98326931054499, 116.4796551724138 39.98660400606531, 116.4796551724138 39.99327339710595, 116.4854310344828 39.99660809262627))",902
"POLYGON ((116.4969827586207 39.99660809262627, 116.5027586206897 39.99327339710595, 116.5027586206897 39.98660400606531, 116.4969827586207 39.98326931054499, 116.4912068965517 39.98660400606531, 116.4912068965517 39.99327339710595, 116.4969827586207 39.99660809262627))",903
"POLYGON ((116.5085344827586 39.99660809262627, 116.5143103448276 39.99327339710595, 116.5143103448276 39.98660400606531, 116.5085344827586 39.98326931054499, 116.5027586206896 39.98660400606531, 116.5027586206896 39.99327339710595, 116.5085344827586 39.99660809262627))",904
"POLYGON ((116.5200862068966 39.99660809262627, 116.5258620689655 39.99327339710595, 116.5258620689655 39.98660400606531, 116.5200862068966 39.98326931054499, 116.5143103448276 39.98660400606531, 116.5143103448276 39.99327339710595, 116.5200862068966 39.99660809262627))",905
"POLYGON ((116.5316379310345 39.99660809262627, 116.5374137931035 39.99327339710595, 116.5374137931035 39.98660400606531, 116.5316379310345 39.98326931054499, 116.5258620689655 39.98660400606531, 116.5258620689655 39.99327339710595, 116.5316379310345 39.99660809262627))",906
"POLYGON ((116.5431896551724 39.99660809262627, 116.5489655172414 39.99327339710595, 116.5489655172414 39.98660400606531, 116.5431896551724 39.98326931054499, 116.5374137931034 39.98660400606531, 116.5374137931034 39.99327339710595, 116.5431896551724 39.99660809262627))",907
"POLYGON ((116.5547413793103 39.99660809262627, 116.5605172413793 39.99327339710595, 116.5605172413793 39.98660400606531, 116.5547413793103 39.98326931054499, 116.5489655172414 39.98660400606531, 116.5489655172414 39.99327339710595, 116.5547413793103 39.99660809262627))",908
"POLYGON ((116.5662931034483 39.99660809262627, 116.5720689655172 39.99327339710595, 116.5720689655172 39.98660400606531, 116.5662931034483 39.98326931054499, 116.5605172413793 39.98660400606531, 116.5605172413793 39.99327339710595, 116.5662931034483 39.99660809262627))",909
"POLYGON ((116.5778448275862 39.99660809262627, 116.5836206896552 39.99327339710595, 116.5836206896552 39.98660400606531, 116.5778448275862 39.98326931054499, 116.5720689655172 39.98660400606531, 116.5720689655172 39.99327339710595, 116.5778448275862 39.99660809262627))",910
"POLYGON ((116.5893965517241 39.99660809262627, 116.5951724137931 39.99327339710595, 116.5951724137931 39.98660400606531, 116.5893965517241 39.98326931054499, 116.5836206896552 39.98660400606531, 116.5836206896552 39.99327339710595, 116.5893965517241 39.99660809262627))",911
"POLYGON ((116.6009482758621 39.99660809262627, 116.606724137931 39.99327339710595, 116.606724137931 39.98660400606531, 116.6009482758621 39.98326931054499, 116.5951724137931 39.98660400606531, 116.5951724137931 39.99327339710595, 116.6009482758621 39.99660809262627))",912
"POLYGON ((116.6125 39.99660809262627, 116.618275862069 39.99327339710595, 116.618275862069 39.98660400606531, 116.6125 39.98326931054499, 116.606724137931 39.98660400606531, 116.606724137931 39.99327339710595, 116.6125 39.99660809262627))",913
"POLYGON ((116.6240517241379 39.99660809262627, 116.6298275862069 39.99327339710595, 116.6298275862069 39.98660400606531, 116.6240517241379 39.98326931054499, 116.618275862069 39.98660400606531, 116.618275862069 39.99327339710595, 116.6240517241379 39.99660809262627))",914
"POLYGON ((116.6356034482759 39.99660809262627, 116.6413793103448 39.99327339710595, 116.6413793103448 39.98660400606531, 116.6356034482759 39.98326931054499, 116.6298275862069 39.98660400606531, 116.6298275862069 39.99327339710595, 116.6356034482759 39.99660809262627))",915
"POLYGON ((116.6471551724138 39.99660809262627, 116.6529310344828 39.99327339710595, 116.6529310344828 39.98660400606531, 116.6471551724138 39.98326931054499, 116.6413793103448 39.98660400606531, 116.6413793103448 39.99327339710595, 116.6471551724138 39.99660809262627))",916
"POLYGON ((116.6587068965517 39.99660809262627, 116.6644827586207 39.99327339710595, 116.6644827586207 39.98660400606531, 116.6587068965517 39.98326931054499, 116.6529310344827 39.98660400606531, 116.6529310344827 39.99327339710595, 116.6587068965517 39.99660809262627))",917
"POLYGON ((116.6702586206897 39.99660809262627, 116.6760344827586 39.99327339710595, 116.6760344827586 39.98660400606531, 116.6702586206897 39.98326931054499, 116.6644827586207 39.98660400606531, 116.6644827586207 39.99327339710595, 116.6702586206897 39.99660809262627))",918
"POLYGON ((116.6818103448276 39.99660809262627, 116.6875862068966 39.99327339710595, 116.6875862068966 39.98660400606531, 116.6818103448276 39.98326931054499, 116.6760344827586 39.98660400606531, 116.6760344827586 39.99327339710595, 116.6818103448276 39.99660809262627))",919
"POLYGON ((116.6933620689655 39.99660809262627, 116.6991379310345 39.99327339710595, 116.6991379310345 39.98660400606531, 116.6933620689655 39.98326931054499, 116.6875862068965 39.98660400606531, 116.6875862068965 39.99327339710595, 116.6933620689655 39.99660809262627))",920
"POLYGON ((116.7049137931034 39.99660809262627, 116.7106896551724 39.99327339710595, 116.7106896551724 39.98660400606531, 116.7049137931034 39.98326931054499, 116.6991379310345 39.98660400606531, 116.6991379310345 39.99327339710595, 116.7049137931034 39.99660809262627))",921
"POLYGON ((116.7164655172414 39.99660809262627, 116.7222413793103 39.99327339710595, 116.7222413793103 39.98660400606531, 116.7164655172414 39.98326931054499, 116.7106896551724 39.98660400606531, 116.7106896551724 39.99327339710595, 116.7164655172414 39.99660809262627))",922
"POLYGON ((116.7280172413793 39.99660809262627, 116.7337931034483 39.99327339710595, 116.7337931034483 39.98660400606531, 116.7280172413793 39.98326931054499, 116.7222413793103 39.98660400606531, 116.7222413793103 39.99327339710595, 116.7280172413793 39.99660809262627))",923
"POLYGON ((116.7395689655172 39.99660809262627, 116.7453448275862 39.99327339710595, 116.7453448275862 39.98660400606531, 116.7395689655172 39.98326931054499, 116.7337931034483 39.98660400606531, 116.7337931034483 39.99327339710595, 116.7395689655172 39.99660809262627))",924
"POLYGON ((116.7511206896552 39.99660809262627, 116.7568965517241 39.99327339710595, 116.7568965517241 39.98660400606531, 116.7511206896552 39.98326931054499, 116.7453448275862 39.98660400606531, 116.7453448275862 39.99327339710595, 116.7511206896552 39.99660809262627))",925
"POLYGON ((116.7626724137931 39.99660809262627, 116.7684482758621 39.99327339710595, 116.7684482758621 39.98660400606531, 116.7626724137931 39.98326931054499, 116.7568965517241 39.98660400606531, 116.7568965517241 39.99327339710595, 116.7626724137931 39.99660809262627))",926
"POLYGON ((116.774224137931 39.99660809262627, 116.78 39.99327339710595, 116.78 39.98660400606531, 116.774224137931 39.98326931054499, 116.7684482758621 39.98660400606531, 116.7684482758621 39.99327339710595, 116.774224137931 39.99660809262627))",927
"POLYGON ((116.11 39.98660400606531, 116.115775862069 39.98326931054499, 116.115775862069 39.97659991950434, 116.11 39.97326522398403, 116.11 39.98660400606531))",928
"POLYGON ((116.1215517241379 39.98660400606531, 116.1273275862069 39.98326931054499, 116.1273275862069 39.97659991950434, 116.1215517241379 39.97326522398403, 116.115775862069 39.97659991950434, 116.115775862069 39.98326931054499, 116.1215517241379 39.98660400606531))",929
"POLYGON ((116.1331034482759 39.98660400606531, 116.1388793103448 39.98326931054499, 116.1388793103448 39.97659991950434, 116.1331034482759 39.97326522398403, 116.1273275862069 39.97659991950434, 116.1273275862069 39.98326931054499, 116.1331034482759 39.98660400606531))",930
"POLYGON ((116.1446551724138 39.98660400606531, 116.1504310344828 39.98326931054499, 116.1504310344828 39.97659991950434, 116.1446551724138 39.97326522398403, 116.1388793103448 39.97659991950434, 116.1388793103448 39.98326931054499, 116.1446551724138 39.98660400606531))",931
"POLYGON ((116.1562068965517 39.98660400606531, 116.1619827586207 39.98326931054499, 116.1619827586207 39.97659991950434, 116.1562068965517 39.97326522398403, 116.1504310344828 39.97659991950434, 116.1504310344828 39.98326931054499, 116.1562068965517 39.98660400606531))",932
"POLYGON ((116.1677586206897 39.98660400606531, 116.1735344827586 39.98326931054499, 116.1735344827586 39.97659991950434, 116.1677586206897 39.97326522398403, 116.1619827586207 39.97659991950434, 116.1619827586207 39.98326931054499, 116.1677586206897 39.98660400606531))",933
"POLYGON ((116.1793103448276 39.98660400606531, 116.1850862068966 39.98326931054499, 116.1850862068966 39.97659991950434, 116.1793103448276 39.97326522398403, 116.1735344827586 39.97659991950434, 116.1735344827586 39.98326931054499, 116.1793103448276 39.98660400606531))",934
"POLYGON ((116.1908620689655 39.98660400606531, 116.1966379310345 39.98326931054499, 116.1966379310345 39.97659991950434, 116.1908620689655 39.97326522398403, 116.1850862068965 39.97659991950434, 116.1850862068965 39.98326931054499, 116.1908620689655 39.98660400606531))",935
"POLYGON ((116.2024137931034 39.98660400606531, 116.2081896551724 39.98326931054499, 116.2081896551724 39.97659991950434, 116.2024137931034 39.97326522398403, 116.1966379310345 39.97659991950434, 116.1966379310345 39.98326931054499, 116.2024137931034 39.98660400606531))",936
"POLYGON ((116.2139655172414 39.98660400606531, 116.2197413793103 39.98326931054499, 116.2197413793103 39.97659991950434, 116.2139655172414 39.97326522398403, 116.2081896551724 39.97659991950434, 116.2081896551724 39.98326931054499, 116.2139655172414 39.98660400606531))",937
"POLYGON ((116.2255172413793 39.98660400606531, 116.2312931034483 39.98326931054499, 116.2312931034483 39.97659991950434, 116.2255172413793 39.97326522398403, 116.2197413793103 39.97659991950434, 116.2197413793103 39.98326931054499, 116.2255172413793 39.98660400606531))",938
"POLYGON ((116.2370689655172 39.98660400606531, 116.2428448275862 39.98326931054499, 116.2428448275862 39.97659991950434, 116.2370689655172 39.97326522398403, 116.2312931034483 39.97659991950434, 116.2312931034483 39.98326931054499, 116.2370689655172 39.98660400606531))",939
"POLYGON ((116.2486206896552 39.98660400606531, 116.2543965517241 39.98326931054499, 116.2543965517241 39.97659991950434, 116.2486206896552 39.97326522398403, 116.2428448275862 39.97659991950434, 116.2428448275862 39.98326931054499, 116.2486206896552 39.98660400606531))",940
"POLYGON ((116.2601724137931 39.98660400606531, 116.2659482758621 39.98326931054499, 116.2659482758621 39.97659991950434, 116.2601724137931 39.97326522398403, 116.2543965517241 39.97659991950434, 116.2543965517241 39.98326931054499, 116.2601724137931 39.98660400606531))",941
"POLYGON ((116.271724137931 39.98660400606531, 116.2775 39.98326931054499, 116.2775 39.97659991950434, 116.271724137931 39.97326522398403, 116.2659482758621 39.97659991950434, 116.2659482758621 39.98326931054499, 116.271724137931 39.98660400606531))",942
"POLYGON ((116.283275862069 39.98660400606531, 116.2890517241379 39.98326931054499, 116.2890517241379 39.97659991950434, 116.283275862069 39.97326522398403, 116.2775 39.97659991950434, 116.2775 39.98326931054499, 116.283275862069 39.98660400606531))",943
"POLYGON ((116.2948275862069 39.98660400606531, 116.3006034482759 39.98326931054499, 116.3006034482759 39.97659991950434, 116.2948275862069 39.97326522398403, 116.2890517241379 39.97659991950434, 116.2890517241379 39.98326931054499, 116.2948275862069 39.98660400606531))",944
"POLYGON ((116.3063793103448 39.98660400606531, 116.3121551724138 39.98326931054499, 116.3121551724138 39.97659991950434, 116.3063793103448 39.97326522398403, 116.3006034482759 39.97659991950434, 116.3006034482759 39.98326931054499, 116.3063793103448 39.98660400606531))",945
"POLYGON ((116.3179310344828 39.98660400606531, 116.3237068965517 39.98326931054499, 116.3237068965517 39.97659991950434, 116.3179310344828 39.97326522398403, 116.3121551724138 39.97659991950434, 116.3121551724138 39.98326931054499, 116.3179310344828 39.98660400606531))",946
"POLYGON ((116.3294827586207 39.98660400606531, 116.3352586206897 39.98326931054499, 116.3352586206897 39.97659991950434, 116.3294827586207 39.97326522398403, 116.3237068965517 39.97659991950434, 116.3237068965517 39.98326931054499, 116.3294827586207 39.98660400606531))",947
"POLYGON ((116.3410344827586 39.98660400606531, 116.3468103448276 39.98326931054499, 116.3468103448276 39.97659991950434, 116.3410344827586 39.97326522398403, 116.3352586206896 39.97659991950434, 116.3352586206896 39.98326931054499, 116.3410344827586 39.98660400606531))",948
"POLYGON ((116.3525862068965 39.98660400606531, 116.3583620689655 39.98326931054499, 116.3583620689655 39.97659991950434, 116.3525862068965 39.97326522398403, 116.3468103448276 39.97659991950434, 116.3468103448276 39.98326931054499, 116.3525862068965 39.98660400606531))",949
"POLYGON ((116.3641379310345 39.98660400606531, 116.3699137931034 39.98326931054499, 116.3699137931034 39.97659991950434, 116.3641379310345 39.97326522398403, 116.3583620689655 39.97659991950434, 116.3583620689655 39.98326931054499, 116.3641379310345 39.98660400606531))",950
"POLYGON ((116.3756896551724 39.98660400606531, 116.3814655172414 39.98326931054499, 116.3814655172414 39.97659991950434, 116.3756896551724 39.97326522398403, 116.3699137931034 39.97659991950434, 116.3699137931034 39.98326931054499, 116.3756896551724 39.98660400606531))",951
"POLYGON ((116.3872413793103 39.98660400606531, 116.3930172413793 39.98326931054499, 116.3930172413793 39.97659991950434, 116.3872413793103 39.97326522398403, 116.3814655172414 39.97659991950434, 116.3814655172414 39.98326931054499, 116.3872413793103 39.98660400606531))",952
"POLYGON ((116.3987931034483 39.98660400606531, 116.4045689655172 39.98326931054499, 116.4045689655172 39.97659991950434, 116.3987931034483 39.97326522398403, 116.3930172413793 39.97659991950434, 116.3930172413793 39.98326931054499, 116.3987931034483 39.98660400606531))",953
"POLYGON ((116.4103448275862 39.98660400606531, 116.4161206896552 39.98326931054499, 116.4161206896552 39.97659991950434, 116.4103448275862 39.97326522398403, 116.4045689655172 39.97659991950434, 116.4045689655172 39.98326931054499, 116.4103448275862 39.98660400606531))",954
"POLYGON ((116.4218965517241 39.98660400606531, 116.4276724137931 39.98326931054499, 116.4276724137931 39.97659991950434, 116.4218965517241 39.97326522398403, 116.4161206896552 39.97659991950434, 116.4161206896552 39.98326931054499, 116.4218965517241 39.98660400606531))",955
"POLYGON ((116.4334482758621 39.98660400606531, 116.439224137931 39.98326931054499, 116.439224137931 39.97659991950434, 116.4334482758621 39.97326522398403, 116.4276724137931 39.97659991950434, 116.4276724137931 39.98326931054499, 116.4334482758621 39.98660400606531))",956
"POLYGON ((116.445 39.98660400606531, 116.450775862069 39.98326931054499, 116.450775862069 39.97659991950434, 116.445 39.97326522398403, 116.439224137931 39.97659991950434, 116.439224137931 39.98326931054499, 116.445 39.98660400606531))",957
"POLYGON ((116.4565517241379 39.98660400606531, 116.4623275862069 39.98326931054499, 116.4623275862069 39.97659991950434, 116.4565517241379 39.97326522398403, 116.450775862069 39.97659991950434, 116.450775862069 39.98326931054499, 116.4565517241379 39.98660400606531))",958
"POLYGON ((116.4681034482759 39.98660400606531, 116.4738793103448 39.98326931054499, 116.4738793103448 39.97659991950434, 116.4681034482759 39.97326522398403, 116.4623275862069 39.97659991950434, 116.4623275862069 39.98326931054499, 116.4681034482759 39.98660400606531))",959
"POLYGON ((116.4796551724138 39.98660400606531, 116.4854310344828 39.98326931054499, 116.4854310344828 39.97659991950434, 116.4796551724138 39.97326522398403, 116.4738793103448 39.97659991950434, 116.4738793103448 39.98326931054499, 116.4796551724138 39.98660400606531))",960
"POLYGON ((116.4912068965517 39.98660400606531, 116.4969827586207 39.98326931054499, 116.4969827586207 39.97659991950434, 116.4912068965517 39.97326522398403, 116.4854310344827 39.97659991950434, 116.4854310344827 39.98326931054499, 116.4912068965517 39.98660400606531))",961
"POLYGON ((116.5027586206896 39.98660400606531, 116.5085344827586 39.98326931054499, 116.5085344827586 39.97659991950434, 116.5027586206896 39.97326522398403, 116.4969827586207 39.97659991950434, 116.4969827586207 39.98326931054499, 116.5027586206896 39.98660400606531))",962
"POLYGON ((116.5143103448276 39.98660400606531, 116.5200862068966 39.98326931054499, 116.5200862068966 39.97659991950434, 116.5143103448276 39.97326522398403, 116.5085344827586 39.97659991950434, 116.5085344827586 39.98326931054499, 116.5143103448276 39.98660400606531))",963
"POLYGON ((116.5258620689655 39.98660400606531, 116.5316379310345 39.98326931054499, 116.5316379310345 39.97659991950434, 116.5258620689655 39.97326522398403, 116.5200862068965 39.97659991950434, 116.5200862068965 39.98326931054499, 116.5258620689655 39.98660400606531))",964
"POLYGON ((116.5374137931034 39.98660400606531, 116.5431896551724 39.98326931054499, 116.5431896551724 39.97659991950434, 116.5374137931034 39.97326522398403, 116.5316379310345 39.97659991950434, 116.5316379310345 39.98326931054499, 116.5374137931034 39.98660400606531))",965
"POLYGON ((116.5489655172414 39.98660400606531, 116.5547413793103 39.98326931054499, 116.5547413793103 39.97659991950434, 116.5489655172414 39.97326522398403, 116.5431896551724 39.97659991950434, 116.5431896551724 39.98326931054499, 116.5489655172414 39.98660400606531))",966
"POLYGON ((116.5605172413793 39.98660400606531, 116.5662931034483 39.98326931054499, 116.5662931034483 39.97659991950434, 116.5605172413793 39.97326522398403, 116.5547413793103 39.97659991950434, 116.5547413793103 39.98326931054499, 116.5605172413793 39.98660400606531))",967
"POLYGON ((116.5720689655172 39.98660400606531, 116.5778448275862 39.98326931054499, 116.5778448275862 39.97659991950434, 116.5720689655172 39.97326522398403, 116.5662931034483 39.97659991950434, 116.5662931034483 39.98326931054499, 116.5720689655172 39.98660400606531))",968
"POLYGON ((116.5836206896552 39.98660400606531, 116.5893965517241 39.98326931054499, 116.5893965517241 39.97659991950434, 116.5836206896552 39.97326522398403, 116.5778448275862 39.97659991950434, 116.5778448275862 39.98326931054499, 116.5836206896552 39.98660400606531))",969
"POLYGON ((116.5951724137931 39.98660400606531, 116.6009482758621 39.98326931054499, 116.6009482758621 39.97659991950434, 116.5951724137931 39.97326522398403, 116.5893965517241 39.97659991950434, 116.5893965517241 39.98326931054499, 116.5951724137931 39.98660400606531))",970
"POLYGON ((116.606724137931 39.98660400606531, 116.6125 39.98326931054499, 116.6125 39.97659991950434, 116.606724137931 39.97326522398403, 116.6009482758621 39.97659991950434, 116.6009482758621 39.98326931054499, 116.606724137931 39.98660400606531))",971
"POLYGON ((116.618275862069 39.98660400606531, 116.6240517241379 39.98326931054499, 116.6240517241379 39.97659991950434, 116.618275862069 39.97326522398403, 116.6125 39.97659991950434, 116.6125 39.98326931054499, 116.618275862069 39.98660400606531))",972
"POLYGON ((116.6298275862069 39.98660400606531, 116.6356034482759 39.98326931054499, 116.6356034482759 39.97659991950434, 116.6298275862069 39.97326522398403, 116.6240517241379 39.97659991950434, 116.6240517241379 39.98326931054499, 116.6298275862069 39.98660400606531))",973
"POLYGON ((116.6413793103448 39.98660400606531, 116.6471551724138 39.98326931054499, 116.6471551724138 39.97659991950434, 116.6413793103448 39.97326522398403, 116.6356034482758 39.97659991950434, 116.6356034482758 39.98326931054499, 116.6413793103448 39.98660400606531))",974
"POLYGON ((116.6529310344827 39.98660400606531, 116.6587068965517 39.98326931054499, 116.6587068965517 39.97659991950434, 116.6529310344827 39.97326522398403, 116.6471551724138 39.97659991950434, 116.6471551724138 39.98326931054499, 116.6529310344827 39.98660400606531))",975
"POLYGON ((116.6644827586207 39.98660400606531, 116.6702586206897 39.98326931054499, 116.6702586206897 39.97659991950434, 116.6644827586207 39.97326522398403, 116.6587068965517 39.97659991950434, 116.6587068965517 39.98326931054499, 116.6644827586207 39.98660400606531))",976
"POLYGON ((116.6760344827586 39.98660400606531, 116.6818103448276 39.98326931054499, 116.6818103448276 39.97659991950434, 116.6760344827586 39.97326522398403, 116.6702586206896 39.97659991950434, 116.6702586206896 39.98326931054499, 116.6760344827586 39.98660400606531))",977
"POLYGON ((116.6875862068965 39.98660400606531, 116.6933620689655 39.98326931054499, 116.6933620689655 39.97659991950434, 116.6875862068965 39.97326522398403, 116.6818103448276 39.97659991950434, 116.6818103448276 39.98326931054499, 116.6875862068965 39.98660400606531))",978
"POLYGON ((116.6991379310345 39.98660400606531, 116.7049137931034 39.98326931054499, 116.7049137931034 39.97659991950434, 116.6991379310345 39.97326522398403, 116.6933620689655 39.97659991950434, 116.6933620689655 39.98326931054499, 116.6991379310345 39.98660400606531))",979
"POLYGON ((116.7106896551724 39.98660400606531, 116.7164655172414 39.98326931054499, 116.7164655172414 39.97659991950434, 116.7106896551724 39.97326522398403, 116.7049137931034 39.97659991950434, 116.7049137931034 39.98326931054499, 116.7106896551724 39.98660400606531))",980
"POLYGON ((116.7222413793103 39.98660400606531, 116.7280172413793 39.98326931054499, 116.7280172413793 39.97659991950434, 116.7222413793103 39.97326522398403, 116.7164655172414 39.97659991950434, 116.7164655172414 39.98326931054499, 116.7222413793103 39.98660400606531))",981
"POLYGON ((116.7337931034483 39.98660400606531, 116.7395689655172 39.98326931054499, 116.7395689655172 39.97659991950434, 116.7337931034483 39.97326522398403, 116.7280172413793 39.97659991950434, 116.7280172413793 39.98326931054499, 116.7337931034483 39.98660400606531))",982
"POLYGON ((116.7453448275862 39.98660400606531, 116.7511206896552 39.98326931054499, 116.7511206896552 39.97659991950434, 116.7453448275862 39.97326522398403, 116.7395689655172 39.97659991950434, 116.7395689655172 39.98326931054499, 116.7453448275862 39.98660400606531))",983
"POLYGON ((116.7568965517241 39.98660400606531, 116.7626724137931 39.98326931054499, 116.7626724137931 39.97659991950434, 116.7568965517241 39.97326522398403, 116.7511206896552 39.97659991950434, 116.7511206896552 39.98326931054499, 116.7568965517241 39.98660400606531))",984
"POLYGON ((116.7684482758621 39.98660400606531, 116.774224137931 39.98326931054499, 116.774224137931 39.97659991950434, 116.7684482758621 39.97326522398403, 116.7626724137931 39.97659991950434, 116.7626724137931 39.98326931054499, 116.7684482758621 39.98660400606531))",985
"POLYGON ((116.115775862069 39.97659991950435, 116.1215517241379 39.97326522398404, 116.1215517241379 39.96659583294339, 116.115775862069 39.96326113742307, 116.11 39.96659583294339, 116.11 39.97326522398404, 116.115775862069 39.97659991950435))",986
"POLYGON ((116.1273275862069 39.97659991950435, 116.1331034482759 39.97326522398404, 116.1331034482759 39.96659583294339, 116.1273275862069 39.96326113742307, 116.1215517241379 39.96659583294339, 116.1215517241379 39.97326522398404, 116.1273275862069 39.97659991950435))",987
"POLYGON ((116.1388793103448 39.97659991950435, 116.1446551724138 39.97326522398404, 116.1446551724138 39.96659583294339, 116.1388793103448 39.96326113742307, 116.1331034482759 39.96659583294339, 116.1331034482759 39.97326522398404, 116.1388793103448 39.97659991950435))",988
"POLYGON ((116.1504310344828 39.97659991950435, 116.1562068965517 39.97326522398404, 116.1562068965517 39.96659583294339, 116.1504310344828 39.96326113742307, 116.1446551724138 39.96659583294339, 116.1446551724138 39.97326522398404, 116.1504310344828 39.97659991950435))",989
"POLYGON ((116.1619827586207 39.97659991950435, 116.1677586206897 39.97326522398404, 116.1677586206897 39.96659583294339, 116.1619827586207 39.96326113742307, 116.1562068965517 39.96659583294339, 116.1562068965517 39.97326522398404, 116.1619827586207 39.97659991950435))",990
"POLYGON ((116.1735344827586 39.97659991950435, 116.1793103448276 39.97326522398404, 116.1793103448276 39.96659583294339, 116.1735344827586 39.96326113742307, 116.1677586206897 39.96659583294339, 116.1677586206897 39.97326522398404, 116.1735344827586 39.97659991950435))",991
"POLYGON ((116.1850862068966 39.97659991950435, 116.1908620689655 39.97326522398404, 116.1908620689655 39.96659583294339, 116.1850862068966 39.96326113742307, 116.1793103448276 39.96659583294339, 116.1793103448276 39.97326522398404, 116.1850862068966 39.97659991950435))",992
"POLYGON ((116.1966379310345 39.97659991950435, 116.2024137931035 39.97326522398404, 116.2024137931035 39.96659583294339, 116.1966379310345 39.96326113742307, 116.1908620689655 39.96659583294339, 116.1908620689655 39.97326522398404, 116.1966379310345 39.97659991950435))",993
"POLYGON ((116.2081896551724 39.97659991950435, 116.2139655172414 39.97326522398404, 116.2139655172414 39.96659583294339, 116.2081896551724 39.96326113742307, 116.2024137931034 39.96659583294339, 116.2024137931034 39.97326522398404, 116.2081896551724 39.97659991950435))",994
"POLYGON ((116.2197413793103 39.97659991950435, 116.2255172413793 39.97326522398404, 116.2255172413793 39.96659583294339, 116.2197413793103 39.96326113742307, 116.2139655172414 39.96659583294339, 116.2139655172414 39.97326522398404, 116.2197413793103 39.97659991950435))",995
"POLYGON ((116.2312931034483 39.97659991950435, 116.2370689655173 39.97326522398404, 116.2370689655173 39.96659583294339, 116.2312931034483 39.96326113742307, 116.2255172413793 39.96659583294339, 116.2255172413793 39.97326522398404, 116.2312931034483 39.97659991950435))",996
"POLYGON ((116.2428448275862 39.97659991950435, 116.2486206896552 39.97326522398404, 116.2486206896552 39.96659583294339, 116.2428448275862 39.96326113742307, 116.2370689655172 39.96659583294339, 116.2370689655172 39.97326522398404, 116.2428448275862 39.97659991950435))",997
"POLYGON ((116.2543965517241 39.97659991950435, 116.2601724137931 39.97326522398404, 116.2601724137931 39.96659583294339, 116.2543965517241 39.96326113742307, 116.2486206896552 39.96659583294339, 116.2486206896552 39.97326522398404, 116.2543965517241 39.97659991950435))",998
"POLYGON ((116.2659482758621 39.97659991950435, 116.271724137931 39.97326522398404, 116.271724137931 39.96659583294339, 116.2659482758621 39.96326113742307, 116.2601724137931 39.96659583294339, 116.2601724137931 39.97326522398404, 116.2659482758621 39.97659991950435))",999
"POLYGON ((116.2775 39.97659991950435, 116.283275862069 39.97326522398404, 116.283275862069 39.96659583294339, 116.2775 39.96326113742307, 116.271724137931 39.96659583294339, 116.271724137931 39.97326522398404, 116.2775 39.97659991950435))",1000
"POLYGON ((116.2890517241379 39.97659991950435, 116.2948275862069 39.97326522398404, 116.2948275862069 39.96659583294339, 116.2890517241379 39.96326113742307, 116.283275862069 39.96659583294339, 116.283275862069 39.97326522398404, 116.2890517241379 39.97659991950435))",1001
"POLYGON ((116.3006034482759 39.97659991950435, 116.3063793103448 39.97326522398404, 116.3063793103448 39.96659583294339, 116.3006034482759 39.96326113742307, 116.2948275862069 39.96659583294339, 116.2948275862069 39.97326522398404, 116.3006034482759 39.97659991950435))",1002
"POLYGON ((116.3121551724138 39.97659991950435, 116.3179310344828 39.97326522398404, 116.3179310344828 39.96659583294339, 116.3121551724138 39.96326113742307, 116.3063793103448 39.96659583294339, 116.3063793103448 39.97326522398404, 116.3121551724138 39.97659991950435))",1003
"POLYGON ((116.3237068965517 39.97659991950435, 116.3294827586207 39.97326522398404, 116.3294827586207 39.96659583294339, 116.3237068965517 39.96326113742307, 116.3179310344828 39.96659583294339, 116.3179310344828 39.97326522398404, 116.3237068965517 39.97659991950435))",1004
"POLYGON ((116.3352586206897 39.97659991950435, 116.3410344827586 39.97326522398404, 116.3410344827586 39.96659583294339, 116.3352586206897 39.96326113742307, 116.3294827586207 39.96659583294339, 116.3294827586207 39.97326522398404, 116.3352586206897 39.97659991950435))",1005
"POLYGON ((116.3468103448276 39.97659991950435, 116.3525862068966 39.97326522398404, 116.3525862068966 39.96659583294339, 116.3468103448276 39.96326113742307, 116.3410344827586 39.96659583294339, 116.3410344827586 39.97326522398404, 116.3468103448276 39.97659991950435))",1006
"POLYGON ((116.3583620689655 39.97659991950435, 116.3641379310345 39.97326522398404, 116.3641379310345 39.96659583294339, 116.3583620689655 39.96326113742307, 116.3525862068965 39.96659583294339, 116.3525862068965 39.97326522398404, 116.3583620689655 39.97659991950435))",1007
"POLYGON ((116.3699137931034 39.97659991950435, 116.3756896551724 39.97326522398404, 116.3756896551724 39.96659583294339, 116.3699137931034 39.96326113742307, 116.3641379310345 39.96659583294339, 116.3641379310345 39.97326522398404, 116.3699137931034 39.97659991950435))",1008
"POLYGON ((116.3814655172414 39.97659991950435, 116.3872413793104 39.97326522398404, 116.3872413793104 39.96659583294339, 116.3814655172414 39.96326113742307, 116.3756896551724 39.96659583294339, 116.3756896551724 39.97326522398404, 116.3814655172414 39.97659991950435))",1009
